Career Level,Experience Level,Country,Industry,Last login date,total_friend_count,profile_avatar_created,Level,Role,App
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/01/2024,2,,YES! Member,Subscriber,N/A
Entrepreneur,5-10 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,11/01/2024,2,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,12/01/2024,2,,YES! Member,Subscriber,Android
Entrepreneur,5-10 Years,Kenya,LARGE SCALE ENERGY USERS,13/01/2024,2,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,14/01/2024,2,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,4,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,2,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,2,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,LARGE SCALE ENERGY USERS,15/01/2024,1,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,LARGE SCALE ENERGY USERS,15/01/2024,1,,YES! Member,Subscriber,Android
Early Career Professional,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,PRESS / MEDIA,15/01/2024,,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,OIL AND GAS,15/01/2024,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,SME / ENTREPRENEURS,15/01/2024,,,YES! Member,Subscriber,iOS
Early Career Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,,,YES! Member,Subscriber,N/A
Entrepreneur,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,4,,YES! Member,Subscriber,N/A
Entrepreneur,5-10 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,4,Y,YES! Member,Subscriber,N/A
Entrepreneur,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,2,,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,2,Y,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Kenya,LARGE SCALE ENERGY USERS,15/01/2024,1,,YES! Member,Subscriber,Android
Mid-Level Industry Professional,2-5 Years,Kenya,PRESS / MEDIA,15/01/2024,,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,,,YES! Member,Subscriber,iOS
Mid-Level Industry Professional,2-5 Years,Kenya,OIL AND GAS,15/01/2024,,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,5-10 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,,Y,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,,,YES! Member,Subscriber,Android
Senior Industry Professional,5-10 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,2,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,2,Y,YES! Member,Subscriber,Android
Student,0-2 Years,Kenya,LARGE SCALE ENERGY USERS,15/01/2024,2,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,15/01/2024,2,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,15/01/2024,2,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,15/01/2024,1,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,15/01/2024,1,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,FINANCIAL INSTITUTIONS,15/01/2024,,,YES! Member,Subscriber,N/A
Entrepreneur,2-5 Years,Kenya,LARGE SCALE ENERGY USERS,16/01/2024,1,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,LARGE SCALE ENERGY USERS,17/01/2024,1,,YES! Member,Subscriber,iOS
Student,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,18/01/2024,1,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/01/2024,1,,YES! Member,Subscriber,N/A
Entrepreneur,2-5 Years,Kenya,PRESS / MEDIA,20/01/2024,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,21/01/2024,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,TECHNOLOGY PROVIDER,22/01/2024,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Kenya,PRESS / MEDIA,23/01/2024,,Y,YES! Member,Subscriber,Android
Student,0-2 Years,Kenya,OIL AND GAS,24/01/2024,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,OIL AND GAS,25/01/2024,,,YES! Member,Subscriber,iOS
Student,Graduate/No Experience,Kenya,SME / ENTREPRENEURS,26/01/2024,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,4,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,2,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,2,,YES! Member,Subscriber,Android
Early Career Professional,0-2 Years,Kenya,LARGE SCALE ENERGY USERS,27/01/2024,2,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,LARGE SCALE ENERGY USERS,27/01/2024,1,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,LARGE SCALE ENERGY USERS,27/01/2024,1,,YES! Member,Subscriber,Android
Early Career Professional,2-5 Years,Kenya,PRESS / MEDIA,27/01/2024,,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Kenya,PRESS / MEDIA,27/01/2024,,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,OIL AND GAS,27/01/2024,,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,,,YES! Member,Subscriber,N/A
Educator,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,4,,YES! Member,Subscriber,Android
Entrepreneur,5-10 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,,,YES! Member,Subscriber,N/A
Entrepreneur,,Kenya,FINANCIAL INSTITUTIONS,27/01/2024,,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,4,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,2-5 Years,Kenya,LARGE SCALE ENERGY USERS,27/01/2024,2,,YES! Member,Subscriber,iOS
Mid-Level Industry Professional,10 Years+,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,4,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,2,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,2,,YES! Member,Subscriber,N/A
Student,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,2,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,2,Y,YES! Member,Subscriber,iOS
Student,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,27/01/2024,2,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,27/01/2024,1,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,27/01/2024,1,,YES! Member,Subscriber,N/A
Student,,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,,,YES! Member,Subscriber,Android
Student,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,,Y,YES! Member,Subscriber,N/A
Student,0-2 Years,Kenya,OIL AND GAS,27/01/2024,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,SME / ENTREPRENEURS,27/01/2024,,Y,YES! Member,Subscriber,Android
Student,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,,,YES! Member,Subscriber,N/A
Student,,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/01/2024,,,YES! Member,Subscriber,N/A
Student,,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,28/01/2024,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/01/2024,,,YES! Member,Subscriber,N/A
Student,,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,30/01/2024,,,YES! Member,Subscriber,Android
Early Career Professional,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,31/01/2024,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,01/02/2024,,,YES! Member,Subscriber,N/A
Student,,Kenya,"ENGINEERING, PROCUREMENT, CONSTRUCTION (EPC)",02/02/2024,,,YES! Member,Subscriber,N/A
Student,,Kenya,FINANCIAL INSTITUTIONS,03/02/2024,,Y,YES! Member,Subscriber,iOS
Early Career Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,4,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,2,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,05/02/2024,2,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,LARGE SCALE ENERGY USERS,05/02/2024,1,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,,,YES! Member,Subscriber,Android
Early Career Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,FINANCIAL INSTITUTIONS,05/02/2024,,,YES! Member,Subscriber,iOS
Entrepreneur,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,4,,YES! Member,Subscriber,N/A
Entrepreneur,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,4,Y,YES! Member,Subscriber,N/A
Entrepreneur,2-5 Years,Kenya,OIL AND GAS,05/02/2024,,,YES! Member,Subscriber,N/A
Entrepreneur,,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,,,YES! Member,Subscriber,Android
Entrepreneur,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,2-5 Years,Kenya,LARGE SCALE ENERGY USERS,05/02/2024,2,Y,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,2-5 Years,Kenya,LARGE SCALE ENERGY USERS,05/02/2024,1,,YES! Member,Subscriber,Android
Mid-Level Industry Professional,5-10 Years,Kenya,LARGE SCALE ENERGY USERS,05/02/2024,1,Y,YES! Member,Subscriber,N/A
Senior Industry Professional,0-2 Years,Kenya,SME / ENTREPRENEURS,05/02/2024,,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,4,,YES! Member,Subscriber,N/A
Student,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,2,,YES! Member,Subscriber,N/A
Student,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,2,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,2,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,2,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,2,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,05/02/2024,2,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,05/02/2024,1,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,,Y,YES! Member,Subscriber,iOS
Student,Graduate/No Experience,Kenya,PRESS / MEDIA,05/02/2024,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,PRESS / MEDIA,05/02/2024,,Y,YES! Member,Subscriber,N/A
Student,0-2 Years,Kenya,OIL AND GAS,05/02/2024,,,YES! Member,Subscriber,N/A
Student,,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,,,YES! Member,Subscriber,N/A
Student,,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,05/02/2024,,Y,YES! Member,Subscriber,N/A
Early Career Professional,,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,4,,YES! Member,Subscriber,iOS
Early Career Professional,5-10 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,2,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,LARGE SCALE ENERGY USERS,08/02/2024,2,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,LARGE SCALE ENERGY USERS,08/02/2024,2,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,LARGE SCALE ENERGY USERS,08/02/2024,1,,YES! Member,Subscriber,Android
Early Career Professional,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,,,YES! Member,Subscriber,N/A
Educator,2-5 Years,Kenya,LARGE SCALE ENERGY USERS,08/02/2024,2,,YES! Member,Subscriber,Android
Educator,2-5 Years,Kenya,LARGE SCALE ENERGY USERS,08/02/2024,1,Y,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,4,Y,YES! Member,Subscriber,N/A
Entrepreneur,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,2,Y,YES! Member,Subscriber,N/A
Entrepreneur,10 Years+,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,2,,YES! Member,Subscriber,N/A
Entrepreneur,5-10 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,,,YES! Member,Subscriber,N/A
Entrepreneur,2-5 Years,Kenya,OIL AND GAS,08/02/2024,,,YES! Member,Subscriber,N/A
Entrepreneur,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,,Y,YES! Member,Subscriber,Android
Entrepreneur,,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,4,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,4,,YES! Member,Subscriber,iOS
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,2,Y,YES! Member,Subscriber,N/A
Student,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,2,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,2,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,08/02/2024,1,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,08/02/2024,1,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,,,YES! Member,Subscriber,Android
Student,0-2 Years,Kenya,PRESS / MEDIA,08/02/2024,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,PRESS / MEDIA,08/02/2024,,Y,YES! Member,Subscriber,iOS
Student,0-2 Years,Kenya,OIL AND GAS,08/02/2024,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Kenya,SME / ENTREPRENEURS,08/02/2024,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,,,YES! Member,Subscriber,N/A
Student,,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/02/2024,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,FINANCIAL INSTITUTIONS,08/02/2024,,Y,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,4,,YES! Member,Subscriber,Android
Early Career Professional,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,2,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,2,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,LARGE SCALE ENERGY USERS,18/02/2024,2,Y,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,LARGE SCALE ENERGY USERS,18/02/2024,1,Y,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,LARGE SCALE ENERGY USERS,18/02/2024,1,Y,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,,Y,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,,Y,YES! Member,Subscriber,Android
Early Career Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,,Y,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,,Y,YES! Member,Subscriber,N/A
Educator,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,4,,YES! Member,Subscriber,N/A
Educator,,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,,,YES! Member,Subscriber,iOS
Entrepreneur,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,2,,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Kenya,LARGE SCALE ENERGY USERS,18/02/2024,2,,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Kenya,LARGE SCALE ENERGY USERS,18/02/2024,1,,YES! Member,Subscriber,N/A
Entrepreneur,5-10 Years,Kenya,OIL AND GAS,18/02/2024,,Y,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,,Y,YES! Member,Subscriber,Android
Senior Industry Professional,5-10 Years,Kenya,LARGE SCALE ENERGY USERS,18/02/2024,1,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,4,,YES! Member,Subscriber,iOS
Student,0-2 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,4,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,2,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,2,,YES! Member,Subscriber,N/A
Student,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,2,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,18/02/2024,2,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,PRESS / MEDIA,18/02/2024,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,PRESS / MEDIA,18/02/2024,,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Kenya,OIL AND GAS,18/02/2024,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/02/2024,,,YES! Member,Subscriber,N/A
Student,0-2 Years,Kenya,FINANCIAL INSTITUTIONS,18/02/2024,,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/02/2024,4,Y,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/02/2024,2,Y,YES! Member,Subscriber,Android
Early Career Professional,0-2 Years,Kenya,LARGE SCALE ENERGY USERS,20/02/2024,2,Y,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Kenya,LARGE SCALE ENERGY USERS,20/02/2024,1,Y,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Kenya,OIL AND GAS,20/02/2024,,Y,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/02/2024,,Y,YES! Member,Subscriber,iOS
Early Career Professional,2-5 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/02/2024,,Y,YES! Member,Subscriber,N/A
Educator,Graduate/No Experience,Kenya,SME / ENTREPRENEURS,20/02/2024,,,YES! Member,Subscriber,N/A
Entrepreneur,5-10 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/02/2024,4,,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Kenya,PRESS / MEDIA,20/02/2024,,,YES! Member,Subscriber,N/A
Entrepreneur,,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/02/2024,,Y,YES! Member,Subscriber,N/A
Entrepreneur,,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/02/2024,,,YES! Member,Subscriber,Android
Mid-Level Industry Professional,5-10 Years,Kenya,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/02/2024,2,Y,YES! Member,Subscriber,N/A
